titre,prix,surface,pieces,adresse,type_bien,prix au m²
3 chambres appartement de 75m² à Bordeaux,921,75,3,"172 Rue Sainte-Catherine, 33000 Bordeaux, France",appartement,12
1 chambre appartement de 12m² à Bordeaux,420,12,1,"Air France, 37 Allées de Tourny, 33000 Bordeaux, France",appartement,35
3 chambres appartement de 67m² à Bordeaux,1290,67,3,"17 Rue Jean Descas, 33800 Bordeaux, France",appartement,19
4 chambres maison de 100m² à Bordeaux,1748,100,4,"Bordeaux, Gironde, France",maison,17
5 chambres appartement de 33m² à Bordeaux,625,33,5,"31 Cours de Québec, 33300 Bordeaux, France",appartement,19
1 chambre appartement de 34m² à Bordeaux,646,34,1,"10 Rue de Nantes, 33300 Bordeaux, France",appartement,19
1 chambre de 85m² à Bordeaux,644,85,1,"4 Rue de Cursol, 33000 Bordeaux, France",chambre,8
1 chambre maison de 11m² à Bordeaux,507,11,1,"Projet Centre médico-scolaire Bordeaux Caudéran, 33200 Bordeaux, France",maison,46
3 chambres maison de 103m² à Bordeaux,1552,103,3,"Bordeaux, Gironde, France",maison,15
1 chambre de 88m² à Bordeaux,550,88,1,"33000 Bordeaux, France",chambre,6
